Datetime,Open,High,Low,Close,Adj Close,Volume
2024-08-19 00:00:00,58454.41015625,58490.6796875,58299.39453125,58487.66015625,58487.66015625,365481984
2024-08-19 00:15:00,58645.7421875,58667.15234375,58365.05078125,58473.58984375,58473.58984375,541544448
2024-08-19 00:30:00,58456.10546875,58592.3671875,58388.4296875,58568.2421875,58568.2421875,160102400
2024-08-19 00:45:00,58596.078125,58677.81640625,58391.3125,58391.3125,58391.3125,116688896
2024-08-19 01:00:00,58380.109375,58465.10546875,58294.1796875,58465.10546875,58465.10546875,328742912
2024-08-19 01:15:00,58469.640625,58469.640625,58316.015625,58421.28125,58421.28125,313196544
2024-08-19 01:30:00,58439.04296875,58604.4921875,58439.04296875,58603.375,58603.375,234287104
2024-08-19 01:45:00,58550.79296875,58562.90625,58486.91796875,58548.3359375,58548.3359375,198483968
2024-08-19 02:00:00,58569.58203125,58575.8671875,58501.0625,58501.0625,58501.0625,25339904
2024-08-19 02:15:00,58496.76171875,58611.06640625,58493.57421875,58602.859375,58602.859375,128045056
2024-08-19 02:30:00,58612.0,58719.5078125,58598.4609375,58598.4609375,58598.4609375,127842304
2024-08-19 02:45:00,58583.7578125,58729.26171875,58583.7578125,58720.1015625,58720.1015625,0
2024-08-19 03:00:00,58710.6640625,58728.5546875,58663.44921875,58672.0625,58672.0625,0
2024-08-19 03:15:00,58669.8203125,58677.3359375,58595.87109375,58677.3359375,58677.3359375,12101632
2024-08-19 03:30:00,58689.43359375,58724.69921875,58667.61328125,58724.69921875,58724.69921875,24547328
2024-08-19 03:45:00,58754.55078125,58754.55078125,58718.16796875,58751.984375,58751.984375,29214720
2024-08-19 04:00:00,58740.70703125,58747.015625,58663.7890625,58663.7890625,58663.7890625,0
2024-08-19 04:15:00,58664.703125,58664.703125,58572.26953125,58587.1015625,58587.1015625,8521728
2024-08-19 04:30:00,58571.84375,58633.15625,58518.0390625,58518.0390625,58518.0390625,92002304
2024-08-19 04:45:00,58514.859375,58599.234375,58514.859375,58587.9453125,58587.9453125,6914048
2024-08-19 05:00:00,58579.328125,58607.79296875,58500.21484375,58506.4375,58506.4375,0
2024-08-19 05:15:00,58499.3125,58527.6640625,58458.98046875,58472.30078125,58472.30078125,11198464
2024-08-19 05:30:00,58462.875,58584.90234375,58398.28125,58545.58203125,58545.58203125,135890944
2024-08-19 05:45:00,58553.91015625,58553.91015625,58421.22265625,58486.3671875,58486.3671875,42964992
2024-08-19 06:00:00,58486.3515625,58503.1640625,58410.9375,58411.0703125,58411.0703125,41549824
2024-08-19 06:15:00,58413.66796875,58524.63671875,58413.66796875,58511.8984375,58511.8984375,85274624
2024-08-19 06:30:00,58510.0234375,58612.390625,58509.98828125,58609.73046875,58609.73046875,49973248
2024-08-19 06:45:00,58599.1484375,58671.87109375,58599.1484375,58603.59765625,58603.59765625,67930112
2024-08-19 07:00:00,58601.9140625,58750.43359375,58577.74609375,58737.58984375,58737.58984375,94988288
2024-08-19 07:15:00,58745.578125,58745.578125,58578.6328125,58591.4609375,58591.4609375,42461184
2024-08-19 07:30:00,58561.36328125,58649.03125,58561.36328125,58649.03125,58649.03125,63410176
2024-08-19 07:45:00,58648.6171875,58649.4765625,58522.84765625,58522.84765625,58522.84765625,29200384
2024-08-19 08:00:00,58522.25,58583.4140625,58476.1875,58561.9140625,58561.9140625,50294784
2024-08-19 08:15:00,58559.46875,58620.96484375,58559.46875,58620.1171875,58620.1171875,73695232
2024-08-19 08:30:00,58630.19140625,58658.8125,58611.8125,58611.8125,58611.8125,36382720
2024-08-19 08:45:00,58606.16015625,58636.87109375,58584.58203125,58616.65234375,58616.65234375,27074560
2024-08-19 09:00:00,58625.57421875,58669.96484375,58608.66015625,58662.08203125,58662.08203125,702464
2024-08-19 09:15:00,58658.3984375,58660.91015625,58608.43359375,58632.37109375,58632.37109375,1775616
2024-08-19 09:30:00,58636.390625,58663.390625,58585.26953125,58585.26953125,58585.26953125,50692096
2024-08-19 09:45:00,58582.48046875,58582.48046875,58028.08203125,58028.08203125,58028.08203125,465983488
2024-08-19 10:00:00,58040.0390625,58128.625,57917.34765625,58061.84765625,58061.84765625,392114176
2024-08-19 10:15:00,58112.38671875,58203.84375,58057.17578125,58203.84375,58203.84375,88195072
2024-08-19 10:30:00,58173.47265625,58173.47265625,58093.55859375,58106.23828125,58106.23828125,36366336
2024-08-19 10:45:00,58066.54296875,58135.49609375,58066.54296875,58076.70703125,58076.70703125,12328960
2024-08-19 11:00:00,58072.48828125,58184.37109375,58072.48828125,58158.3125,58158.3125,60758016
2024-08-19 11:15:00,58160.12890625,58160.12890625,58021.32421875,58021.32421875,58021.32421875,28827648
2024-08-19 11:30:00,58013.81640625,58101.21875,58013.81640625,58085.7109375,58085.7109375,40167424
2024-08-19 11:45:00,58116.91015625,58477.63671875,58116.91015625,58477.63671875,58477.63671875,165761024
2024-08-19 12:00:00,58440.60546875,58506.25,58411.34375,58411.34375,58411.34375,114235392
2024-08-19 12:15:00,58399.015625,58465.83203125,58315.796875,58465.83203125,58465.83203125,42248192
2024-08-19 12:30:00,58465.34375,58468.2734375,58418.81640625,58425.40234375,58425.40234375,26593280
2024-08-19 12:45:00,58425.58984375,58482.20703125,58399.0,58465.3671875,58465.3671875,9949184
2024-08-19 13:00:00,58472.6015625,58627.80078125,58470.7421875,58608.78125,58608.78125,129443840
2024-08-19 13:15:00,58595.86328125,58886.90234375,58595.86328125,58780.5234375,58780.5234375,361035776
2024-08-19 13:30:00,58772.54296875,58966.6796875,58575.51953125,58627.3671875,58627.3671875,328509440
2024-08-19 13:45:00,58600.48828125,58600.48828125,58228.83203125,58237.31640625,58237.31640625,421679104
2024-08-19 14:00:00,58223.62890625,58504.19921875,58191.140625,58412.80859375,58412.80859375,302716928
2024-08-19 14:15:00,58352.7421875,58381.26953125,58199.26953125,58367.24609375,58367.24609375,267352064
2024-08-19 14:30:00,58259.56640625,58375.0390625,58256.10546875,58306.57421875,58306.57421875,78047232
2024-08-19 14:45:00,58324.51171875,58537.0234375,58324.51171875,58537.0234375,58537.0234375,92102656
2024-08-19 15:00:00,58630.3125,58737.1328125,58582.38671875,58633.6171875,58633.6171875,183105536
2024-08-19 15:15:00,58605.328125,58670.03515625,58551.33203125,58670.03515625,58670.03515625,124911616
2024-08-19 15:30:00,58676.1484375,58753.3828125,58635.74609375,58706.75,58706.75,123361280
2024-08-19 15:45:00,58697.24609375,58776.9140625,58610.63671875,58610.63671875,58610.63671875,100376576
2024-08-19 16:00:00,58557.67578125,58641.4296875,58507.8515625,58507.8515625,58507.8515625,86034432
2024-08-19 16:15:00,58513.3515625,58610.203125,58510.875,58602.4453125,58602.4453125,110401536
2024-08-19 16:30:00,58611.9453125,58612.29296875,58424.67578125,58491.89453125,58491.89453125,62668800
2024-08-19 16:45:00,58472.91796875,58715.10546875,58460.953125,58715.10546875,58715.10546875,123123712
2024-08-19 17:00:00,58711.3671875,58754.640625,58664.74609375,58664.74609375,58664.74609375,48334848
2024-08-19 17:15:00,58662.421875,58871.21875,58625.109375,58863.99609375,58863.99609375,117368832
2024-08-19 17:30:00,58845.42578125,59275.36328125,58845.42578125,59045.85546875,59045.85546875,435374080
2024-08-19 17:45:00,59030.55859375,59112.3359375,58958.65234375,59008.8671875,59008.8671875,228589568
2024-08-19 18:00:00,59027.203125,59027.203125,58831.59375,58831.59375,58831.59375,77260800
2024-08-19 18:15:00,58785.68359375,58946.54296875,58785.68359375,58946.54296875,58946.54296875,99690496
2024-08-19 18:30:00,58978.1640625,59205.74609375,58963.9140625,59205.74609375,59205.74609375,154693632
2024-08-19 18:45:00,59178.59765625,59178.59765625,59057.60546875,59057.60546875,59057.60546875,132907008
2024-08-19 19:00:00,59060.390625,59083.6640625,58999.96484375,59066.04296875,59066.04296875,84568064
2024-08-19 19:15:00,59041.84765625,59120.0234375,58913.98828125,59065.2109375,59065.2109375,76544000
2024-08-19 19:30:00,59024.75390625,59024.75390625,58933.13671875,59023.328125,59023.328125,72419328
2024-08-19 19:45:00,59027.40234375,59132.34375,58914.8359375,59132.34375,59132.34375,169795584
2024-08-19 20:00:00,59006.59375,59049.31640625,58960.30078125,58969.765625,58969.765625,92758016
2024-08-19 20:15:00,58996.5625,59147.953125,58996.5625,59105.88671875,59105.88671875,119203840
2024-08-19 20:30:00,59089.0859375,59233.25390625,59089.0859375,59233.25390625,59233.25390625,167608320
2024-08-19 20:45:00,59252.953125,59293.7265625,59134.43359375,59134.43359375,59134.43359375,128129024
2024-08-19 21:00:00,59111.65625,59151.13671875,59039.62890625,59039.62890625,59039.62890625,64804864
2024-08-19 21:15:00,59033.92578125,59092.2421875,59033.92578125,59092.2421875,59092.2421875,37734400
2024-08-19 21:30:00,59082.91015625,59251.9375,59066.3125,59219.2734375,59219.2734375,76636160
2024-08-19 21:45:00,59231.75390625,59231.75390625,59049.703125,59049.703125,59049.703125,12605440
2024-08-19 22:00:00,59005.234375,59150.16015625,59005.234375,59113.1015625,59113.1015625,5212160
2024-08-19 22:15:00,59122.0625,59135.13671875,59034.0703125,59111.8359375,59111.8359375,13195264
2024-08-19 22:30:00,59111.015625,59229.83203125,59111.015625,59229.83203125,59229.83203125,13762560
2024-08-19 22:45:00,59220.30859375,59285.8359375,59135.25390625,59285.8359375,59285.8359375,67553280
2024-08-19 23:00:00,59267.08984375,59267.08984375,59130.77734375,59149.71875,59149.71875,5146624
2024-08-19 23:15:00,59145.78125,59391.02734375,59132.8515625,59391.02734375,59391.02734375,43173888
2024-08-19 23:30:00,59372.80078125,59438.359375,59358.69140625,59396.453125,59396.453125,69533696
2024-08-19 23:45:00,59382.47265625,59586.98046875,59382.47265625,59541.63671875,59541.63671875,0
2024-08-20 00:00:00,59470.12109375,59483.83203125,59400.1484375,59433.11328125,59433.11328125,0
2024-08-20 00:15:00,59435.51171875,60145.734375,59424.515625,60145.734375,60145.734375,230699008
2024-08-20 00:30:00,60293.3984375,60542.01953125,60293.3984375,60312.953125,60312.953125,1005877248
2024-08-20 00:45:00,60277.2109375,60414.25,60214.34765625,60385.1796875,60385.1796875,192010240
2024-08-20 01:00:00,60494.5078125,60860.58203125,60494.5078125,60536.53125,60536.53125,312772608
2024-08-20 01:15:00,60533.015625,60699.796875,60515.1953125,60668.03125,60668.03125,4925440
2024-08-20 01:30:00,60628.16796875,60642.33203125,60454.7421875,60642.33203125,60642.33203125,25446400
2024-08-20 01:45:00,60647.21484375,60647.21484375,60451.953125,60478.9765625,60478.9765625,0
2024-08-20 02:00:00,60486.64453125,60503.50390625,60409.66015625,60484.2421875,60484.2421875,102129664
2024-08-20 02:15:00,60488.19140625,60571.1953125,60394.0390625,60394.0390625,60394.0390625,59670528
2024-08-20 02:30:00,60401.5546875,60447.52734375,60401.5546875,60441.78515625,60441.78515625,3454976
2024-08-20 02:45:00,60446.58203125,60548.4375,60446.58203125,60535.921875,60535.921875,81616896
2024-08-20 03:00:00,60552.609375,60624.60546875,60518.68359375,60597.52734375,60597.52734375,48668672
2024-08-20 03:15:00,60573.48046875,60573.48046875,60474.33984375,60550.11328125,60550.11328125,0
2024-08-20 03:30:00,60583.45703125,60637.7890625,60553.87109375,60629.140625,60629.140625,76066816
2024-08-20 03:45:00,60619.25390625,60628.04296875,60605.58203125,60628.04296875,60628.04296875,14569472
2024-08-20 04:00:00,60667.6484375,60989.25,60649.48828125,60989.25,60989.25,359608320
2024-08-20 04:15:00,60983.34765625,60983.34765625,60799.23828125,60816.6796875,60816.6796875,380194816
2024-08-20 04:30:00,60827.21484375,60897.37890625,60798.83984375,60884.28515625,60884.28515625,51841024
2024-08-20 04:45:00,60881.3671875,60963.9140625,60881.3671875,60930.84375,60930.84375,132526080
2024-08-20 05:00:00,60914.99609375,60986.328125,60914.99609375,60968.609375,60968.609375,114610176
2024-08-20 05:15:00,60971.125,61334.3046875,60971.125,61205.41015625,61205.41015625,652406784
2024-08-20 05:30:00,61168.1875,61262.58984375,61098.14453125,61111.13671875,61111.13671875,110319616
2024-08-20 05:45:00,61118.43359375,61118.43359375,61075.13671875,61113.87109375,61113.87109375,57405440
2024-08-20 06:00:00,61158.984375,61158.984375,61004.1796875,61041.52734375,61041.52734375,114036736
2024-08-20 06:15:00,61046.8359375,61103.24609375,60995.140625,61103.24609375,61103.24609375,36782080
2024-08-20 06:30:00,61105.5546875,61127.06640625,61027.9921875,61045.76171875,61045.76171875,70588416
2024-08-20 06:45:00,61031.55859375,61071.8125,61014.56640625,61014.56640625,61014.56640625,19625984
2024-08-20 07:00:00,61008.29296875,61008.29296875,60890.96484375,60890.96484375,60890.96484375,47316992
2024-08-20 07:15:00,60859.3125,60921.84375,60858.3359375,60921.84375,60921.84375,60674048
2024-08-20 07:30:00,60920.84765625,60954.78515625,60905.68359375,60944.76171875,60944.76171875,75446272
2024-08-20 07:45:00,60905.07421875,60937.6640625,60867.875,60937.6640625,60937.6640625,30130176
2024-08-20 08:00:00,60941.33984375,60942.8203125,60807.953125,60807.953125,60807.953125,0
2024-08-20 08:15:00,60815.30859375,60828.2109375,60749.73046875,60757.84375,60757.84375,70860800
2024-08-20 08:30:00,60753.953125,60813.203125,60733.3984375,60813.203125,60813.203125,125906944
2024-08-20 08:45:00,60826.5703125,60874.44921875,60758.7265625,60765.6953125,60765.6953125,133937152
2024-08-20 09:00:00,60783.48828125,60940.62890625,60783.48828125,60940.62890625,60940.62890625,135790592
2024-08-20 09:15:00,60947.09375,60994.03515625,60938.63671875,60954.65625,60954.65625,55474176
2024-08-20 09:30:00,60958.3671875,60958.3671875,60890.85546875,60896.8515625,60896.8515625,11364352
2024-08-20 09:45:00,60886.55859375,60901.578125,60871.0859375,60901.578125,60901.578125,0
2024-08-20 10:00:00,60887.44921875,60893.41796875,60811.5390625,60811.5390625,60811.5390625,0
2024-08-20 10:15:00,60810.62890625,60835.78515625,60751.875,60808.578125,60808.578125,0
2024-08-20 10:30:00,60805.671875,60805.671875,60741.20703125,60769.46875,60769.46875,0
2024-08-20 10:45:00,60792.84375,60810.8046875,60775.015625,60775.39453125,60775.39453125,16183296
2024-08-20 11:00:00,60749.703125,60770.88671875,60629.375,60629.375,60629.375,30896128
2024-08-20 11:15:00,60637.6640625,60664.5234375,60511.58203125,60643.875,60643.875,87717888
2024-08-20 11:30:00,60659.19921875,60705.87890625,60502.734375,60502.734375,60502.734375,131567616
2024-08-20 11:45:00,60504.16015625,60563.5390625,60493.25,60537.36328125,60537.36328125,21364736
2024-08-20 12:00:00,60546.7109375,60712.36328125,60546.7109375,60712.36328125,60712.36328125,36732928
2024-08-20 12:15:00,60724.19140625,60767.6640625,60639.6015625,60767.6640625,60767.6640625,165160960
2024-08-20 12:30:00,60757.765625,60762.0859375,60673.62890625,60740.2890625,60740.2890625,59121664
2024-08-20 12:45:00,60729.80859375,60759.734375,60691.21484375,60711.79296875,60711.79296875,92428288
2024-08-20 13:00:00,60719.94140625,60719.94140625,60500.99609375,60500.99609375,60500.99609375,30869504
2024-08-20 13:15:00,60512.5859375,60596.03515625,60423.51171875,60596.03515625,60596.03515625,7186432
2024-08-20 13:30:00,60562.96484375,60734.5625,60407.18359375,60718.03515625,60718.03515625,75902976
2024-08-20 13:45:00,60788.671875,60954.32421875,60788.671875,60917.6328125,60917.6328125,153686016
2024-08-20 14:00:00,60908.22265625,60908.22265625,60296.79296875,60296.79296875,60296.79296875,71012352
2024-08-20 14:15:00,60392.60546875,60392.60546875,59896.265625,59909.375,59909.375,582981632
2024-08-20 14:30:00,60034.87890625,60034.87890625,59678.86328125,59678.86328125,59678.86328125,523565056
2024-08-20 14:45:00,59689.11328125,59784.14453125,59614.3828125,59614.3828125,59614.3828125,272015360
